zip	data
52720	400
52721	327
52722	16473
52726	2170
52727	156
52728	432
52729	324
52730	2100
52731	337
52732	11197
52737	134
52738	1169
52739	332
52742	2958
52745	216
52746	390
52747	846
52748	3848
52749	349
52750	197
52751	395
52752	193
52753	2294
52754	540
52755	800
52756	627
52757	102
52758	115
52759	95
52760	373
52761	11887
52765	207
52766	341
52767	109
52768	525
52769	257
52771	52
52772	2155
52773	1052
52774	47
52776	1837
52777	550
52778	1650
52801	1020
52802	3896
52803	9200
52804	11345
52806	11541
52807	7446
53001	788
53002	943
53003	65
53004	1454
53005	8519
53006	808
53007	850
53010	3078
53011	905
53012	7815
53013	1369
53014	3429
53015	1066
53016	162
53017	1909
53018	3225
53019	736
53020	1517
53021	1711
53022	7938
53023	558
53024	8379
53027	9727
53029	8313
53031	18
53032	2301
53033	2455
53034	627
53035	948
53036	1354
53037	4277
53038	1618
53039	1655
53040	3215
53042	2823
53044	867
53045	9593
53046	707
53047	33
53048	1518
53049	958
53050	3042
53051	16164
53057	733
53058	1367
53059	739
53061	2181
53063	635
53065	918
53066	15015
53069	396
53070	1930
53072	12046
53073	6271
53074	5752
53075	1357
53076	1150
53078	749
53079	598
53080	2320
53081	19091
53083	8938
53085	5090
53086	3880
53088	126
53089	7727
53090	8952
53091	861
53092	8325
53093	761
53094	7104
53095	11906
53097	2379
53098	4521
53099	4
53103	1569
53104	2231
53105	11952
53108	1385
53110	8567
53114	844
53115	6856
53118	2876
53119	2220
53120	4361
53121	7620
53122	2250
53125	794
53126	2814
53127	92
53128	3255
53129	6000
53130	3157
53132	13702
53137	640
53139	1017
53140	12922
53142	13359
53143	8280
53144	10350
53146	3061
53147	8143
53149	7204
53150	10376
53151	14028
53153	1008
53154	15164
53156	1341
53157	0
53158	6902
53167	101
53168	3764
53170	811
53172	8679
53176	46
53177	2443
53178	1095
53179	2654
53181	3586
53182	3294
53183	1048
53184	1496
53185	7661
53186	14550
53188	14364
53189	10236
53190	7095
53191	1391
53192	95
53195	57
53202	16699
53203	1401
53204	13840
53205	3528
53206	7611
53207	16303
53208	11679
53209	18881
53210	9231
53211	15239
53212	13603
53213	12196
53214	16179
53215	19446
53216	11893
53217	11687
53218	14649
53219	14947
53220	12106
53221	16383
53222	10763
53223	12173
53224	7802
53225	9930
53226	8497
53227	10700
53228	6982
53233	4491
53235	5009
53295	0
53402	14516
53403	10575
53404	4666
53405	11030
53406	11329
53501	86
53502	995
53503	842
53504	946
53505	174
53506	394
53507	897
53508	2322
53510	580
53511	18180
53515	1062
53516	930
53517	792
53518	632
53520	3035
53521	1406
53522	389
53523	2131
53525	1689
53526	214
53527	4646
53528	2510
53529	887
53530	1787
53531	1593
53532	6193
53533	3211
53534	4786
53536	4021
53537	382
53538	7856
53540	56
53541	378
53543	735
53544	340
53545	10768
53546	12248
53548	8436
53549	4302
53550	457
53551	3601
53553	275
53554	376
53555	3852
53556	1022
53557	203
53558	5312
53559	2260
53560	1469
53561	813
53562	13189
53563	4555
53565	1927
53566	6535
53569	389
53570	1168
53571	140
53572	3843
53573	1219
53574	1511
53575	6796
53576	987
53577	531
53578	2645
53579	641
53580	182
53581	4259
53582	415
53583	2415
53584	8
53585	831
53586	896
53587	492
53588	1723
53589	8707
53590	17890
53593	12041
53594	2214
53597	8120
53598	1490
53599	47
53703	20143
53704	21798
53705	12353
53706	25
53711	22675
53713	11242
53714	7812
53715	5105
53716	8357
53717	6316
53718	8096
53719	15701
53726	2425
53792	0
53801	418
53802	32
53803	490
53804	488
53805	2081
53806	743
53807	1728
53808	412
53809	1776
53810	149
53811	1261
53812	105
53813	2279
53816	309
53817	121
53818	5708
53820	950
53821	3154
53825	174
53826	542
53827	153
53901	5936
53910	1457
53911	557
53913	9651
53916	10424
53919	849
53920	225
53922	421
53923	852
53924	537
53925	3632
53926	610
53928	39
53929	1112
53930	561
53931	132
53932	965
53933	1358
53934	2233
53935	108
53936	553
53937	330
53939	104
53940	0
53941	1185
53942	49
53943	444
53944	907
53946	1750
53947	118
53948	3434
53949	2828
53950	2272
53951	961
53952	1299
53953	89
53954	2595
53955	2524
53956	1218
53959	5561
53960	1352
53961	370
53962	16
53963	4569
53964	1417
53965	4948
53968	862
53969	132
54001	3422
54002	2610
54003	400
54004	879
54005	1184
54006	361
54007	409
54009	1001
54011	2703
54013	1455
54014	829
54015	1466
54016	13291
54017	7510
54020	3254
54021	2941
54022	8452
54023	1686
54024	2162
54025	2921
54026	884
54027	420
54028	970
54082	844
54101	1162
54102	402
54103	223
54104	519
54106	2103
54107	1359
54110	2202
54111	963
54112	1099
54113	1470
54114	2627
54115	19693
54119	203
54120	104
54121	1496
54123	88
54124	1404
54125	210
54126	1514
54127	18
54128	801
54129	1440
54130	11113
54135	956
54136	2991
54137	446
54138	392
54139	1257
54140	3467
54141	1122
54143	6845
54149	606
54150	293
54151	1511
54152	104
54153	3188
54154	2546
54155	2763
54156	696
54157	2585
54159	569
54160	117
54161	1167
54162	3518
54165	2949
54166	7272
54169	1203
54170	1530
54171	1398
54173	1468
54174	1408
54175	568
54177	1384
54180	1260
54201	2179
54202	862
54204	804
54205	789
54207	72
54208	2275
54209	738
54210	462
54211	175
54212	421
54213	566
54214	288
54215	105
54216	2663
54217	2931
54220	17386
54227	713
54228	1205
54229	1905
54230	1719
54232	534
54234	1097
54235	8645
54241	6410
54245	874
54246	391
54247	1039
54301	10037
54302	13031
54303	12408
54304	12501
54307	0
54311	14656
54313	15754
54401	13285
54403	10413
54405	965
54406	1715
54407	562
54408	471
54409	5647
54410	882
54411	1920
54412	802
54413	97
54414	1312
54416	668
54417	5
54418	385
54420	464
54421	1241
54422	433
54423	849
54424	642
54425	704
54426	1749
54427	498
54428	446
54430	36
54433	682
54435	861
54436	773
54437	1188
54440	1131
54441	340
54442	590
54443	851
54446	1150
54447	199
54448	1702
54449	11705
54450	180
54451	4515
54452	8367
54454	527
54455	7714
54456	2503
54457	3812
54458	55
54459	563
54460	917
54462	180
54463	430
54464	24
54465	361
54466	1092
54467	6068
54469	707
54470	875
54471	593
54473	984
54474	1865
54475	607
54476	8272
54479	1397
54480	555
54481	12034
54482	3896
54484	2431
54485	197
54486	903
54487	4347
54488	455
54489	601
54490	378
54491	786
54493	311
54494	11792
54495	3397
54498	815
54499	1124
54501	8973
54511	598
54512	649
54513	241
54514	815
54515	279
54517	78
54519	602
54520	1649
54521	4002
54524	348
54525	133
54526	308
54527	481
54529	471
54530	354
54531	608
54534	1174
54536	84
54537	245
54538	1266
54539	597
54540	464
54541	545
54542	241
54545	515
54546	496
54547	699
54548	2748
54550	300
54552	2168
54554	512
54555	2159
54556	541
54557	500
54558	1154
54559	388
54560	287
54561	37
54562	891
54563	341
54564	191
54565	23
54566	672
54568	2114
54601	21336
54603	6698
54610	717
54611	487
54612	2064
54613	983
54614	1055
54615	4387
54616	966
54618	826
54619	1372
54621	461
54622	946
54623	792
54624	715
54625	232
54626	613
54627	873
54628	454
54629	1109
54630	1752
54631	743
54632	486
54634	1585
54635	709
54636	6415
54637	74
54638	603
54639	1027
54642	854
54643	2
54644	477
54645	51
54646	1536
54648	566
54650	10756
54651	442
54652	388
54653	468
54654	65
54655	658
54656	7203
54657	137
54658	1075
54659	432
54660	6884
54661	1610
54664	608
54665	3614
54666	1014
54667	1921
54669	3018
54670	566
54701	17301
54703	18064
54720	3736
54721	485
54722	1498
54723	439
54724	2836
54725	1304
54726	674
54727	1886
54728	2412
54729	14671
54730	2151
54731	291
54732	1065
54733	499
54734	307
54736	1809
54737	221
54738	1273
54739	1915
54740	755
54741	668
54742	1764
54745	932
54746	284
54747	1161
54748	552
54749	557
54750	412
54751	9767
54754	604
54755	2904
54756	407
54757	1464
54758	1928
54759	605
54760	70
54761	436
54762	511
54763	456
54766	709
54767	1369
54768	1980
54769	250
54770	822
54771	1464
54772	415
54773	1319
54801	2876
54805	671
54806	4939
54810	1180
54812	2332
54813	256
54814	1277
54817	986
54819	1056
54820	372
54821	721
54822	2038
54824	888
54826	335
54827	168
54828	309
54829	2319
54830	1694
54832	220
54835	491
54836	365
54837	1573
54838	536
54839	146
54840	1784
54841	125
54842	76
54843	6035
54844	142
54845	46
54846	255
54847	1180
54848	2688
54849	820
54850	180
54853	1518
54854	326
54855	312
54856	658
54857	12
54858	745
54859	1081
54861	54
54862	152
54864	553
54865	254
54867	211
54868	6822
54870	785
54871	1300
54872	1103
54873	1454
54874	1471
54875	603
54876	752
54880	13242
54888	615
54889	1316
54891	1455
54893	1865
54895	397
54896	781
54901	13882
54902	10015
54904	9645
54909	835
54911	10477
54913	9784
54914	13524
54915	17894
54921	544
54922	487
54923	3774
54926	73
54927	203
54928	177
54929	4001
54930	701
54931	157
54932	467
54933	61
54935	17778
54937	8889
54940	1820
54941	1235
54942	4015
54943	936
54944	3479
54945	1538
54946	0
54947	926
54948	86
54949	1542
54950	1141
54952	11987
54956	19438
54960	1306
54961	5870
54962	442
54963	2936
54964	349
54965	536
54966	803
54967	209
54968	1188
54970	1426
54971	4625
54974	580
54977	616
54978	28
54979	628
54980	144
54981	6770
54982	3092
54983	1755
54984	1511
54985	0
54986	2181
55001	1168
55003	1213
55005	1666
55006	1460
55007	915
55008	6532
55009	3382
55011	3859
55012	732
55013	2813
55014	10885
55016	13793
55017	308
55018	398
55019	826
55020	1427
55021	11352
55024	12539
55025	10026
55026	147
55027	986
55029	12
55030	530
55031	660
55032	1250
55033	11571
55036	20
55037	2045
55038	9149
55040	5258
55041	3280
55042	4815
55043	1490
55044	21891
55045	2787
55046	2071
55047	964
55049	926
55051	3905
55052	768
55053	339
55054	891
55055	2001
55056	5497
55057	8093
55060	12022
55063	3987
55065	460
55066	8282
55068	11521
55069	2057
55070	2947
55071	2335
55072	1486
55073	1404
55074	858
55075	8313
55076	9244
55077	5369
55079	3257
55080	1172
55082	14478
55084	724
55085	172
55087	170
55088	608
55089	632
55090	157
55092	4133
55101	5136
55102	10460
55103	5245
55104	18588
55105	11423
55106	19130
55107	5835
55108	6743
55109	12760
55110	15492
55111	100
55112	17326
55113	17917
55114	2431
55115	3219
55116	12140
55117	16744
55118	13065
55119	16150
55120	2104
55121	4100
55122	13541
55123	10199
55124	21460
55125	17500
55126	11625
55127	7586
55128	11845
55129	11046
55130	5902
55150	71
55155	0
55301	4581
55302	2895
55303	19715
55304	17024
55305	9885
55306	6543
55307	1244
55308	3199
55309	7242
55310	616
55311	13921
55312	540
55313	9145
55314	440
55315	2451
55316	8699
55317	8329
55318	11325
55319	1941
55320	2134
55321	1870
55322	1409
55324	449
55325	1722
55327	2166
55328	3625
55329	837
55330	16123
55331	7557
55332	695
55333	295
55334	1119
55335	669
55336	3264
55337	19310
55338	417
55339	384
55340	3376
55341	1156
55342	787
55343	13351
55344	6880
55345	8433
55346	6684
55347	11875
55349	1489
55350	7781
55352	3381
55353	1171
55354	1111
55355	4030
55356	2170
55357	1252
55358	2017
55359	2553
55360	1129
55362	7414
55363	1959
55364	6207
55366	182
55367	397
55368	745
55369	16075
55370	213
55371	6453
55372	12293
55373	2345
55374	5392
55375	1392
55376	6972
55378	11694
55379	17610
55381	785
55382	1443
55384	1238
55385	493
55386	3583
55387	5542
55388	2286
55389	917
55390	1164
55391	6638
55395	1207
55396	935
55397	1234
55398	6083
55401	8279
55402	506
55403	11532
55404	12679
55405	8190
55406	16653
55407	14781
55408	17153
55409	5108
55410	8407
55411	10029
55412	9130
55413	7455
55414	13778
55415	2940
55416	17816
55417	10935
55418	13933
55419	11660
55420	9236
55421	12617
55422	12388
55423	16254
55424	3658
55425	4413
55426	11691
55427	10656
55428	12889
55429	10140
55430	7916
55431	8249
55432	12969
55433	14065
55434	11891
55435	7529
55436	6127
55437	8664
55438	7147
55439	3539
55441	7938
55442	5526
55443	11883
55444	5269
55445	4730
55446	10539
55447	8637
55448	10745
55449	11367
55450	0
55454	3644
55455	5
55601	62
55602	160
55603	248
55604	1728
55605	293
55606	120
55607	76
55609	70
55612	299
55613	95
55614	1275
55615	165
55616	3129
55702	186
55703	331
55704	484
55705	1635
55706	856
55707	1262
55708	365
55709	1674
55710	600
55711	185
55712	288
55713	452
55716	122
55717	106
55718	1172
55719	2247
55720	7136
55721	1401
55722	396
55723	897
55724	382
55725	41
55726	408
55731	2802
55732	647
55733	1988
55734	2782
55735	791
55736	590
55738	228
55741	1292
55742	114
55744	8496
55746	8014
55748	580
55749	251
55750	825
55751	598
55752	209
55753	470
55756	131
55757	307
55758	72
55760	1235
55763	234
55764	195
55765	347
55767	1242
55768	1231
55769	1118
55771	674
55772	34
55775	543
55779	1470
55780	76
55781	347
55782	208
55783	1061
55784	56
55785	131
55786	55
55787	263
55790	885
55792	4696
55793	276
55795	693
55796	60
55797	569
55798	236
55802	1337
55803	7486
55804	6254
55805	4868
55806	4459
55807	4360
55808	2620
55810	3427
55811	11092
55812	3655
55814	0
55901	23461
55902	11330
55903	0
55904	12221
55905	0
55906	8396
55909	543
55910	538
55912	11373
55917	1402
55918	446
55919	450
55920	3224
55921	2142
55922	306
55923	1704
55924	486
55925	428
55926	302
55927	1707
55929	452
55931	169
55932	798
55933	88
55934	1419
55935	422
55936	699
55939	806
55940	1117
55941	455
55943	1176
55944	2973
55945	576
55946	1331
55947	3141
55949	778
55950	62
55951	574
55952	887
55953	381
55954	572
55955	950
55956	868
55957	282
55959	909
55960	1251
55961	194
55962	310
55963	2074
55964	1689
55965	957
55967	342
55968	69
55969	413
55970	403
55971	1196
55972	2004
55973	97
55974	886
55975	1846
55976	3299
55977	77
55979	381
55981	1816
55982	242
55983	704
55985	670
55987	14363
55990	399
55991	585
55992	2293
56001	19894
56003	6383
56007	9049
56009	618
56010	469
56011	3441
56013	1925
56014	309
56016	397
56017	717
56019	347
56020	31
56021	441
56022	51
56023	213
56024	1302
56025	200
56026	781
56027	356
56028	455
56029	263
56030	3
56031	5394
56032	153
56033	163
56034	173
56035	151
56036	736
56037	674
56039	343
56041	433
56042	308
56043	184
56044	795
56045	392
56046	52
56048	1635
56050	532
56051	310
56052	281
56054	331
56055	1636
56056	34
56057	1497
56058	2562
56060	159
56062	1203
56063	1212
56065	1051
56068	441
56069	2026
56071	4586
56072	870
56073	7228
56074	697
56075	68
56078	173
56080	268
56081	2413
56082	4904
56083	354
56085	2132
56087	1327
56088	896
56089	92
56090	244
56091	126
56093	5030
56096	1237
56097	1623
56098	884
56101	2492
56110	673
56111	169
56113	96
56114	148
56115	526
56116	220
56117	129
56118	195
56119	375
56120	379
56121	316
56122	236
56123	212
56125	25
56127	210
56128	768
56129	272
56131	955
56132	229
56134	163
56136	597
56137	464
56138	416
56139	161
56140	36
56141	137
56142	471
56143	2100
56144	468
56145	199
56146	28
56147	51
56149	544
56150	1202
56151	298
56152	553
56153	67
56155	212
56156	2611
56157	284
56158	141
56159	953
56160	83
56161	136
56162	107
56164	2411
56165	143
56166	67
56167	280
56168	338
56169	303
56170	239
56171	629
56172	1334
56173	119
56174	171
56175	1077
56176	434
56178	648
56180	473
56181	503
56183	615
56185	203
56186	192
56187	5001
56201	9693
56207	94
56208	938
56209	969
56210	2
56211	205
56212	221
56214	279
56215	1984
56216	292
56218	213
56219	346
56220	1168
56221	394
56222	782
56223	546
56224	119
56225	321
56226	80
56227	96
56228	407
56229	725
56230	318
56231	156
56232	915
56235	217
56236	185
56237	231
56239	228
56240	340
56241	1695
56243	735
56244	637
56245	209
56248	353
56249	121
56251	396
56252	523
56253	345
56255	172
56256	1108
56257	172
56258	6211
56260	437
56262	293
56263	180
56264	844
56265	3123
56266	580
56267	2608
56270	450
56271	504
56273	2017
56274	81
56276	103
56277	1210
56278	1160
56279	464
56280	208
56281	253
56282	577
56283	2689
56284	779
56285	467
56287	31
56288	2014
56289	277
56291	168
56292	206
56293	429
56294	45
56295	136
56296	872
56297	343
56301	12597
56303	11144
56304	7057
56307	1936
56308	11906
56309	557
56310	1971
56311	275
56312	866
56313	29
56314	486
56315	674
56316	616
56318	479
56319	618
56320	3286
56321	0
56323	262
56324	473
56325	87
56326	738
56327	360
56328	77
56329	2741
56330	721
56331	770
56332	706
56334	2529
56335	92
56336	671
56338	674
56339	442
56340	936
56342	1309
56343	384
56345	6381
56347	2929
56349	328
56350	224
56352	2417
56353	3766
56354	568
56355	250
56356	88
56357	365
56358	1221
56359	1345
56360	1716
56361	977
56362	2265
56363	83
56364	2140
56367	2680
56368	1658
56369	211
56371	35
56373	1257
56374	3454
56375	285
56376	138
56377	8104
56378	3369
56379	6996
56381	1057
56382	564
56384	131
56385	440
56386	307
56387	3323
56389	39
56401	12990
56425	3749
56431	3923
56433	733
56434	64
56435	1225
56437	497
56438	1194
56440	540
56441	1664
56442	1400
56443	678
56444	1406
56446	606
56447	408
56448	201
56449	733
56450	485
56452	969
56453	288
56455	650
56458	120
56461	1308
56464	1755
56465	1013
56466	1349
56467	1110
56468	1909
56469	494
56470	4654
56472	3585
56473	1397
56474	1936
56475	689
56477	1111
56479	2001
56481	921
56482	3147
56484	1385
56501	7829
56510	953
56511	782
56514	1462
56515	1318
56516	116
56517	94
56518	173
56519	120
56520	1695
56521	315
56522	212
56523	166
56524	309
56525	31
56527	329
56528	726
56529	1941
56531	785
56533	117
56534	525
56535	512
56536	181
56537	8439
56540	752
56541	24
56542	1009
56543	78
56544	2126
56545	265
56546	102
56547	966
56548	285
56549	1754
56550	134
56551	1024
56552	219
56553	135
56554	1092
56556	454
56557	958
56560	18448
56562	16
56563	0
56565	44
56566	192
56567	1318
56568	49
56569	460
56570	485
56571	824
56572	2371
56573	2694
56574	116
56575	282
56576	393
56578	285
56579	399
56580	485
56581	124
56583	75
56584	573
56585	479
56586	796
56587	597
56588	202
56589	733
56590	166
56591	166
56592	193
56594	182
56601	14070
56621	1680
56623	1212
56626	92
56627	139
56628	645
56629	97
56630	816
56633	1577
56634	614
56636	1913
56637	87
56639	191
56641	143
56644	299
56646	160
56647	314
56649	4271
56650	406
56651	235
56652	153
56653	561
56654	16
56655	709
56657	123
56658	0
56659	44
56660	119
56661	375
56662	274
56663	100
56666	199
56667	313
56668	104
56669	126
56670	274
56671	862
56672	899
56673	224
56676	771
56678	571
56680	55
56681	119
56683	281
56684	124
56685	39
56686	390
56688	38
56701	5754
56710	174
56711	41
56713	372
56714	457
56715	163
56716	3919
56720	5
56721	4112
56722	129
56723	328
56724	50
56725	363
56726	613
56727	356
56728	483
56729	44
56731	64
56732	426
56733	184
56734	231
56735	281
56736	308
56737	345
56738	534
56742	313
56744	224
56748	271
56750	965
56751	2353
56754	210
56755	35
56756	253
56757	355
56758	160
56759	149
56760	200
56761	188
56762	994
56763	1966
57001	636
57002	691
57003	730
57004	1576
57005	4505
57006	9761
57007	0
57010	308
57012	449
57013	1881
57014	667
57015	273
57016	294
57017	600
57018	532
57020	582
57021	139
57022	2052
57024	196
57025	1239
57026	554
57027	82
57028	1274
57029	847
57030	1111
57031	353
57032	3316
57033	2237
57034	293
57035	510
57036	249
57037	372
57038	755
57039	1508
57040	117
57041	42
57042	3249
57043	665
57045	448
57046	242
57047	178
57048	485
57049	3287
57050	82
57051	106
57052	125
57053	821
57054	269
57055	463
57057	71
57058	731
57059	545
57061	76
57062	523
57063	370
57064	2522
57065	172
57066	601
57067	99
57068	638
57069	4757
57070	600
57071	1349
57072	240
57073	192
57075	572
57076	166
57077	522
57078	8557
57103	14259
57104	12390
57105	9847
57106	21330
57107	4702
57108	13739
57110	8889
57117	0
57197	0
57201	11442
57212	768
57213	171
57214	58
57216	657
57217	89
57218	134
57219	219
57220	317
57221	362
57223	494
57224	80
57225	697
57226	736
57227	150
57231	696
57232	212
57233	49
57234	528
57235	299
57236	39
57237	298
57238	156
57239	185
57241	373
57242	134
57243	277
57245	81
57246	71
57247	94
57248	392
57249	426
57251	38
57252	1878
57255	189
57256	91
57257	204
57258	64
57259	242
57260	434
57261	111
57262	1692
57263	185
57264	65
57265	103
57266	196
57268	245
57269	114
57270	232
57271	57
57272	56
57273	463
57274	1171
57276	438
57278	253
57279	436
57301	8350
57311	481
57312	251
57313	459
57314	225
57315	408
57317	226
57319	373
57321	100
57322	97
57323	100
57324	147
57325	1144
57328	454
57329	136
57330	184
57331	129
57332	272
57334	298
57335	138
57337	42
57339	355
57340	90
57341	46
57342	174
57344	41
57345	464
57346	7
57348	272
57349	595
57350	6267
57353	336
57354	30
57355	502
57356	586
57358	6
57359	230
57361	64
57362	852
57363	337
57364	4
57365	278
57366	1084
57367	107
57368	419
57369	1015
57370	306
57371	92
57373	158
57374	120
57375	254
57376	439
57379	46
57380	949
57381	249
57382	569
57383	333
57384	399
57385	557
57386	135
57401	13868
57420	82
57421	16
57422	74
57424	119
57426	19
57427	230
57428	223
57429	47
57430	800
57432	101
57433	193
57434	228
57435	156
57436	203
57437	585
57438	383
57439	1
57440	127
57441	216
57442	807
57445	845
57446	206
57448	182
57449	82
57450	209
57451	958
57452	79
57454	251
57455	53
57456	228
57457	41
57460	122
57461	119
57465	141
57466	72
57467	117
57468	116
57469	1262
57470	34
57471	224
57472	392
57473	105
57474	70
57475	58
57476	187
57477	47
57479	267
57481	150
57501	7185
57520	83
57521	51
57522	203
57523	402
57528	377
57529	121
57531	38
57532	1231
57533	678
57534	67
57536	103
57537	16
57538	90
57540	57
57541	57
57543	265
57544	200
57547	57
57548	254
57551	754
57552	203
57553	93
57555	1084
57559	279
57560	125
57562	25
57563	36
57564	373
57566	221
57567	417
57568	261
57569	147
57570	500
57571	21
57572	352
57574	56
57576	35
57577	218
57579	430
57580	1689
57584	56
57585	59
57601	1689
57620	266
57621	57
57622	62
57623	291
57625	1168
57626	339
57630	16
57631	209
57632	313
57633	176
57634	41
57636	32
57638	805
57639	71
57640	29
57641	110
57642	554
57644	138
57645	74
57646	106
57648	225
57649	89
57650	3
57651	38
57652	87
57656	342
57657	60
57658	75
57659	7
57660	44
57661	42
57701	18711
57702	15374
57703	6853
57706	678
57714	179
57716	99
57717	3474
57718	3083
57719	4211
57720	280
57722	104
57724	93
57725	89
57730	2519
57732	1097
57735	677
57737	30
57738	216
57741	52
57744	870
57745	644
57747	3008
57748	93
57750	108
57751	366
57752	481
57754	1739
57755	54
57756	196
57758	16
57759	131
57760	446
57761	379
57762	221
57763	156
57764	511
57766	50
57767	83
57769	1592
57770	1024
57772	304
57773	74
57775	97
57776	0
57779	170
57780	56
57782	20
57783	7614
57785	4423
57787	183
57788	192
57790	384
57791	62
57792	62
57793	745
57794	125
57799	0
58001	102
58002	5
58004	134
58005	285
58006	184
58007	29
58008	76
58009	10
58011	195
58012	1195
58013	51
58015	106
58016	102
58017	157
58018	151
58021	193
58027	660
58029	28
58030	255
58031	133
58032	335
58033	147
58035	94
58036	111
58038	84
58040	487
58041	618
58042	552
58043	51
58045	950
58046	222
58047	1737
58048	166
58049	142
58051	557
58052	216
58053	567
58054	1324
58056	117
58057	111
58058	57
58059	531
58060	472
58061	153
58062	56
58063	148
58064	180
58065	8
58067	97
58068	105
58069	64
58071	184
58072	3554
58074	25
58075	3869
58076	0
58077	279
58078	15736
58079	153
58081	363
58102	14587
58103	23567
58104	21141
58105	20
58201	19213
58202	124
58203	7414
58204	512
58205	11
58210	129
58212	176
58214	147
58216	49
58218	320
58219	44
58220	991
58222	102
58223	111
58224	25
58225	473
58227	231
58228	337
58229	63
58230	259
58231	177
58233	146
58235	207
58236	35
58237	2132
58238	50
58239	16
58240	463
58241	77
58243	208
58244	18
58249	1027
58250	95
58251	847
58254	245
58255	0
58256	311
58257	834
58258	128
58259	232
58260	62
58261	518
58262	31
58265	183
58266	48
58267	536
58269	90
58270	764
58271	233
58272	93
58273	83
58274	388
58275	331
58276	208
58277	83
58278	828
58281	34
58282	604
58301	4515
58310	5
58311	29
58313	31
58316	1680
58317	104
58318	1603
58321	41
58323	15
58324	574
58325	30
58327	121
58329	781
58330	246
58331	79
58332	117
58335	169
58338	49
58339	5
58341	1217
58343	29
58344	370
58345	53
58346	251
58348	381
58351	177
58352	154
58353	66
58355	11
58356	838
58357	188
58361	87
58362	12
58363	37
58365	93
58366	282
58367	519
58368	1503
58369	363
58370	279
58372	30
58374	321
58377	103
58379	64
58380	176
58381	184
58382	78
58384	182
58385	51
58386	31
58401	7929
58402	0
58405	4
58413	505
58415	65
58416	197
58418	175
58420	104
58421	1351
58422	59
58423	54
58424	121
58425	534
58426	51
58428	119
58429	154
58430	51
58431	40
58433	507
58436	641
58438	354
58439	73
58440	61
58441	107
58442	171
58443	68
58444	85
58445	50
58448	135
58451	26
58452	3
58454	159
58455	91
58456	257
58458	457
58460	58
58461	212
58463	317
58464	108
58466	200
58467	229
58472	172
58474	1124
58475	59
58476	257
58477	53
58478	86
58479	83
58480	85
58481	97
58482	467
58483	167
58484	38
58486	75
58487	190
58488	92
58490	107
58492	143
58494	142
58495	508
58496	89
58497	107
58501	12031
58503	15127
58504	11932
58505	0
58520	114
58521	308
58523	1344
58524	42
58528	166
58529	289
58530	429
58531	195
58532	167
58533	442
58535	225
58538	628
58540	1204
58541	229
58542	106
58544	228
58545	1484
58549	93
58552	774
58554	11728
58558	295
58559	165
58560	91
58561	432
58562	158
58563	752
58564	53
58565	108
58566	110
58568	162
58569	40
58570	158
58571	315
58572	134
58573	282
58575	413
58576	484
58577	826
58579	436
58580	260
58581	145
58601	11831
58620	67
58621	486
58622	636
58623	814
58625	105
58626	184
58627	74
58630	192
58631	450
58632	91
58634	116
58636	336
58638	385
58639	813
58640	480
58641	27
58642	125
58643	56
58644	8
58645	136
58646	499
58647	494
58649	158
58650	219
58651	250
58652	476
58653	271
58654	96
58655	259
58656	156
58701	14344
58703	9362
58704	1329
58705	0
58707	0
58710	252
58711	68
58712	39
58713	36
58716	115
58718	474
58721	194
58722	541
58723	94
58725	174
58727	85
58730	598
58731	154
58733	102
58734	102
58735	155
58736	226
58737	48
58740	295
58741	289
58744	60
58746	689
58748	52
58750	246
58752	149
58755	109
58756	85
58757	371
58758	116
58759	264
58760	100
58761	329
58762	91
58763	1697
58765	117
58768	129
58769	105
58770	614
58771	256
58772	94
58773	384
58775	69
58776	109
58778	77
58779	116
58781	258
58782	192
58783	173
58784	1108
58785	617
58787	44
58788	394
58789	175
58790	576
58792	106
58793	204
58794	117
58795	98
58801	13025
58830	52
58831	411
58833	71
58835	368
58838	146
58843	259
58844	55
58845	289
58847	131
58849	484
58852	870
58853	147
58854	3789
58856	78
59001	723
59002	53
59003	504
59006	479
59007	43
59008	156
59010	91
59011	1261
59012	22
59013	75
59014	609
59015	129
59016	277
59018	312
59019	1740
59020	56
59022	482
59024	137
59025	25
59026	69
59027	418
59028	233
59029	348
59030	713
59031	77
59032	185
59033	64
59034	1762
59035	94
59036	635
59037	866
59038	319
59039	6
59041	778
59043	655
59044	5059
59046	192
59047	6127
59050	355
59052	86
59053	144
59054	114
59055	27
59057	337
59058	17
59059	91
59061	150
59062	27
59063	772
59064	108
59065	54
59066	170
59067	76
59068	1944
59069	220
59070	501
59071	31
59072	1911
59074	192
59075	74
59076	25
59077	14
59078	59
59079	1562
59081	46
59082	6
59083	4
59085	54
59086	434
59087	182
59088	462
59089	156
59101	17546
59102	21404
59105	13564
59106	7804
59201	1649
59211	50
59212	172
59213	233
59214	19
59215	476
59217	65
59218	337
59219	50
59221	813
59222	119
59223	21
59225	156
59226	170
59230	1835
59231	120
59240	12
59241	217
59242	27
59243	130
59244	14
59247	157
59248	398
59250	80
59252	21
59253	25
59254	800
59255	687
59256	67
59257	47
59258	76
59259	145
59260	58
59261	220
59262	257
59263	552
59270	3567
59273	4
59274	153
59275	198
59276	10
59301	4874
59311	66
59312	4
59313	958
59314	48
59315	36
59316	10
59317	456
59318	46
59319	20
59322	37
59323	886
59324	343
59326	113
59327	1006
59330	3450
59332	79
59333	11
59336	72
59337	285
59338	84
59339	67
